id,x,y
0,79.065562253584,-59.12638188484258
1,77.31380830699167,74.82166683397107
2,81.74648344988444,109.46003590406184
3,31.189410613582467,123.10425589204641
4,-60.0057103763225,72.57375301382784
5,257.1833500154227,70.63956727094607
6,20.658300487431035,-92.62381185422947
7,108.29869570154015,117.75088056003347
8,-64.11954835056518,-161.7508385019152
9,-15.702082963768873,-98.90255796903396
10,202.86115404991682,-146.45793730209192
11,-91.82652883568412,38.322991904187944
12,54.7476720987245,71.92889016192487
13,-69.28693639883144,-156.58381137183358
14,-10.811212874993567,-123.62854043332617
15,170.8647148657999,34.061953311525464
16,-247.01122269148206,-79.26989588869566
17,34.851523015847164,48.75237269426481
18,-68.32994395159793,-100.33142992740079
19,162.95683754827556,-9.38184528130057
20,-41.88000061791997,43.03229263828372
21,34.94537124339513,231.8288887754526
22,75.4995965212681,1.766795497691236
23,-23.62666299300156,23.679263977195966
24,49.492759732617024,46.92622703490244
25,-52.77663834479809,83.46018972996153
26,72.8921760298114,-130.3045320751483
27,12.557095913049974,-172.92061341807175
28,-19.52847142521147,136.36881249844407
29,90.85867792141526,34.42151281391737
30,172.33667132643654,20.9572382111442
31,4.372664229759626,128.8714490771796
32,17.31201036765478,-14.90041023051003
33,118.90652719141211,64.1785259451313
34,234.92321223620277,181.45150585933223
35,-34.74579719661149,81.72977755861163
36,-7.059203895806262,-38.061809958252525
37,-90.02771116559963,-15.39007096820317
38,24.89208880433445,9.970377562256052
39,-70.3513463373868,-99.45660408717849
40,-24.512313373790978,-36.034289374355566
41,-28.525025188043873,112.06235300004485
42,37.76471862799312,95.44226218582736
43,46.441377563911296,184.65520935539877
44,18.520644278468886,63.3403127632692
45,-7.375077995824057,86.59481144839638
46,-101.05270389819742,-7.620454035401396
47,73.43050844704065,-12.094535831241553
48,-67.94993276837249,62.857073452889935
49,167.710887360201,-43.60114800755089
50,-58.90749213479116,89.34991221937418
51,-47.266036456508644,54.1127387397761
52,-63.63787173615159,-103.44525568012047
53,70.66789855525136,-44.88380166956432
54,-161.37727604347813,-48.18008178763329
55,-88.1942013821599,-149.00813978387416
56,33.662704092025294,-94.19909774714759
57,45.50401100775221,21.846149363093996
58,64.20446403320456,140.26129869961417
59,155.14285739563348,78.62475874166371
60,-10.3771537112083,-36.01687770612469
61,86.05864436175935,201.08885731655337
62,228.49968469247875,134.2085550047533
63,38.31908824153376,-8.618471087511411
64,-75.1153237146519,-188.6228703641748
65,81.20051522140807,18.377791027868447
66,-98.68347349340124,-25.09290134758103
67,-41.084136394161874,-62.59280879111804
68,108.47007885050772,59.14900582174391
69,32.44257274390343,44.50432997532757
70,-6.004673189118365,46.0178769976519
71,24.49112487811343,-58.21811384949459
72,58.40475691773347,-105.12680084036015
73,-104.45469567549142,146.29888093127087
74,-153.54837791175325,75.89080941513419
75,-149.49353948577132,50.30684600633097
76,49.046454091869826,-34.99147043182068
77,17.839085493098587,121.82730173558576
78,-109.09907077025693,98.39206121559818
79,-70.16525137319697,60.493158528020295
80,108.36884828455075,98.71158715617184
81,-17.631478798009844,140.9771849196229
82,232.41340944247514,-10.629842200424491
83,15.509644469350139,12.635658666404584
84,-195.26880728585758,-27.063752772103417
85,34.62627960187782,0.0345788673980541
86,-27.250801507920535,-128.91892627939313
87,142.3751862454427,-134.75773295245295
88,42.15204051413152,112.69699152198704
89,19.105858894417,-47.54173715790642
90,-35.82300958470251,-68.90857689545354
91,53.993789057531885,202.59974483864974
92,-50.03495921431343,105.90031795527901
93,-109.96000121583094,-28.92022843538486
94,29.974347915725186,44.92830897436457
95,57.582701701734486,-21.90649222436841
96,16.93511062734967,-28.609861282928566
97,5.271025603251553,119.34110055865186
98,-59.03413529570499,-50.40640702638809
99,2.4641901556734322,122.1749523250953
100,-72.99550586573518,141.57405056954897
101,-64.01430210703525,-232.28163376322914
102,-67.32867027739051,160.31375168631564
103,73.63669501132287,-66.33092291418914
104,-49.5826490565978,58.199276811218226
105,-26.077718074977163,-2.825221595765295
106,-25.788017766394,-61.585502817729235
107,13.116993330223735,-227.6489936596141
108,-12.41317537121407,-172.91696079950137
109,72.94259157602183,-188.35176870900358
110,-41.44501530201158,-96.23519173608565
111,-87.72926356799387,-129.9566159766602
112,3.834752782381381,-30.590660284168703
113,-65.01364869886547,-54.57447856881361
114,-62.42204279168161,42.62184615932434
115,250.54014811574993,20.698997891140504
116,-2.3588090639467856,86.91819868098803
117,98.64804155007418,-133.05315993631922
118,-25.906846441251112,20.676650285336038
119,-6.672548898646964,-32.877390350490664
120,-14.425370309132651,-23.172500650856104
121,39.830636677613406,-103.72056794523192
122,-3.19615535274854,-1.794543709015518
123,68.49252060008352,-25.269190557097666
124,50.2737398376337,3.94010729817743
125,2.2979861152057723,-96.20802151318834
126,77.92132830003588,156.45013574726417
127,-141.5023395680459,-33.6171751740282
128,-104.229595845471,-24.06098001340413
129,17.706225800583177,-15.205844584359681
130,-54.14370050219005,-147.73086569750262
131,78.79876875471716,-50.24654398493153
132,82.10053947329224,-47.51600812386565
133,-85.76749048834114,75.99580008435233
134,113.1951719397901,-202.44458952784274
135,-41.21066947995197,168.41232307555262
136,-108.41287640240785,-108.05445898428164
137,12.51047212334947,18.67327661383081
138,-7.405717478515707,3.6261403049986436
139,-25.148533791907678,123.42979448374767
140,-30.32035306852353,-107.84193390411869
141,25.522987884149977,-157.7437279557504
142,-161.4509102348778,-2.6292156995365117
143,-92.67610408242999,-91.36331892774545
144,247.68747050710687,-103.87215314709705
145,-3.263003118858284,26.440770054959817
146,-26.62331808767367,157.9274948988307
147,45.638551796237785,151.0125464267932
148,86.63998577537457,-112.37654798114443
149,0.9334848125314146,44.21638514819337
150,48.720111843544856,50.191509546328795
151,65.86799571994491,-174.26725992565994
152,-58.05815546931837,-54.38022202146278
153,123.01799361775494,108.14088571250431
154,85.99892097780833,40.59665738613033
155,99.72479062722648,-94.54244428355051
156,-51.75874509924384,115.45181413512331
157,79.05307086583385,-50.994412932237445
158,115.86209085562007,-161.2052845708451
159,79.30532820548673,-86.56816784261238
160,210.56621173898606,-75.17887367195088
161,94.62416158452663,302.49030805571357
162,54.586249391319384,-43.20133626754722
163,20.078475739433284,29.394316829653032
164,66.77548536633796,67.06910313924318
165,27.584541351504278,-20.644886896813333
166,-89.26102055745307,0.6692725708902597
167,-9.186976259444572,-223.43483008914075
168,-94.54548980378611,15.699356264793854
169,77.90551912670033,57.39479776241466
170,-111.69113907480643,-65.34107052876962
171,-136.4499252221734,-112.84518724797657
172,-1.0010095654415452,-85.85868103871353
173,15.704770336323449,96.37875136943916
174,35.47698099936645,-96.6201438668866
175,155.27103832313736,-21.601114185437673
176,-41.79185794540229,-57.99218836778075
177,-50.04321835914121,98.56537216489657
178,-81.0700839551603,84.59646739485953
179,173.92395830209864,68.6663192186211
